StandardName	StandardZnfContent	alleva.2021	berg.2010	berg.2011	borel.2012	hussin.2013	jeffreys.2013	ponting.2011
pr304	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_zn024_ZN008_ZN006_ZN009_ZN010	Av:0254	NA	NA	NA	NA	Jeffreys313	NA
pr305	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN010	Av:0016	NA	NA	NA	NA	Jeffreys314	NA
pr306	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN011_ZN006_ZN009_ZN010	Rv:0064	NA	NA	NA	NA	Jeffreys315	NA
pr307	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN015_ZN011_ZN012_ZN015_ZN009_ZN010	Rv:0347	NA	NA	NA	NA	Jeffreys316	NA
pr308	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN006_ZN003_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0461	NA	NA	NA	NA	Jeffreys317	NA
pr309	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN006_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0443	NA	NA	NA	NA	Jeffreys318	NA
pr310	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN006_ZN009_ZN010	Av:0054	NA	NA	NA	NA	Jeffreys319	NA
pr311	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN006_ZN017_ZN009_ZN010	Av:0466	NA	NA	NA	NA	Jeffreys320	NA
pr312	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0109	NA	NA	NA	NA	Jeffreys321	NA
pr313	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN007_ZN008_ZN006_ZN017_ZN006_ZN009_ZN010	Av:0050	NA	NA	NA	NA	Jeffreys322	NA
pr314	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN008_ZN006_ZN009_ZN010	Av:0102	NA	NA	NA	NA	Jeffreys323	NA
pr315	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN008_ZN009_ZN010	Rv:0257	NA	NA	NA	NA	Jeffreys324	NA
pr316	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN008_ZN012_ZN015_ZN009_ZN010	Rv:0350	NA	NA	NA	NA	Jeffreys325	NA
pr317	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN009_ZN010	Av:0034	NA	NA	NA	NA	Jeffreys326	NA
pr318	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN017_ZN008_ZN006_zn043_ZN009_ZN010	Av:0498	NA	NA	NA	NA	Jeffreys327	NA
pr319	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_ZN017_ZN009_ZN010	Av:0243	NA	NA	NA	NA	Jeffreys328	NA
pr320	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN017_zn022_ZN009_ZN010	Av:0506	NA	NA	NA	NA	Jeffreys329	NA
pr321	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_zn004_ZN004_ZN003_ZN006_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0538	NA	NA	NA	NA	Jeffreys330	NA
pr322	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0103	NA	NA	NA	NA	Jeffreys331	NA
pr323	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN007_ZN008_ZN007_ZN007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0519	NA	NA	NA	NA	Jeffreys332	NA
pr324	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0429	NA	NA	NA	NA	Jeffreys333	NA
pr325	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN008_ZN006_ZN017_ZN008_ZN006_ZN009_ZN010	Av:0485	NA	NA	NA	NA	Jeffreys335	NA
pr326	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN008_ZN007_ZN008_ZN007_ZN008_ZN008_ZN006_ZN009_ZN010	Av:0505	NA	NA	NA	NA	Jeffreys336	NA
pr327	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN008_ZN012_ZN006_ZN009_ZN010	Rv:0403	NA	NA	NA	NA	Jeffreys337	NA
pr328	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0542	NA	NA	NA	NA	Jeffreys339	NA
pr329	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn002_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0469	NA	NA	NA	NA	Jeffreys340	NA
pr330	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn004	Av:0137	NA	NA	NA	NA	Jeffreys341	NA
pr331	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn004_ZN010	Av:0053	NA	NA	NA	NA	Jeffreys342	NA
pr332	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn008_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0536	NA	NA	NA	NA	Jeffreys343	NA
pr333	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn008_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0464	NA	NA	NA	NA	Jeffreys344	NA
pr334	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn008_ZN017_ZN007_ZN011_ZN006_ZN009_ZN010	Rv:0063	NA	NA	NA	NA	Jeffreys345	NA
pr335	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn011_zn028_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0504	NA	NA	NA	NA	Jeffreys346	NA
pr336	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn011_ZN006_ZN006_ZN009_ZN010	Av:0344	NA	NA	NA	NA	Jeffreys347	NA
pr337	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN009_ZN010	Av:0135	NA	NA	NA	NA	Jeffreys348	NA
pr338	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN011_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0503	NA	NA	NA	NA	Jeffreys349	NA
pr339	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN011_ZN006_ZN006_ZN006_ZN017_ZN010	L20v:0062	NA	NA	NA	NA	Jeffreys350	NA
pr340	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN011_ZN006_ZN007_ZN011_ZN017_ZN010	L20v:0060	NA	NA	NA	NA	Jeffreys351	NA
pr341	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN011_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0494	NA	NA	NA	NA	Jeffreys352	NA
pr342	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN011_ZN006_ZN017_ZN011_ZN006_ZN017_ZN010	L20v:0059	NA	NA	NA	NA	Jeffreys354	NA
pr343	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0458	NA	NA	NA	NA	Jeffreys355	NA
pr344	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN012_ZN008_ZN008_ZN006_ZN009_ZN010	Rv:0255	NA	NA	NA	NA	Jeffreys356	NA
pr345	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN016_zn013_ZN008_ZN006_ZN009_ZN010	Rv:0116	NA	NA	NA	NA	Jeffreys357	NA
pr346	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn007_ZN006_ZN007_ZN011_ZN006_ZN017_ZN010	L20v:0057	NA	NA	NA	NA	Jeffreys358	NA
pr347	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn007_ZN006_ZN009_ZN006_ZN017_zn004_ZN011_ZN017_ZN009_ZN010	Rv:0515	NA	NA	NA	NA	Jeffreys359	NA
pr348	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn007_zn007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0422	NA	NA	NA	NA	Jeffreys360	NA
pr349	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn011_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0484	NA	NA	NA	NA	Jeffreys361	NA
pr350	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn013_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0114	NA	NA	NA	NA	Jeffreys362	NA
pr351	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn015_ZN007_ZN007_ZN006_ZN007_zn011_ZN006_ZN020_ZN016_ZN006_ZN009_ZN010	Rv:0120	NA	NA	NA	NA	Jeffreys363	NA
pr352	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn017	Av:0130	NA	NA	NA	NA	Jeffreys364	NA
pr353	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_zn017_ZN010	Av:0486	NA	NA	NA	NA	Jeffreys365	NA
pr354	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN008_ZN005_ZN003_ZN006_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0352	NA	NA	NA	NA	Jeffreys366	NA
pr355	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN008_ZN006_ZN009_ZN010	Av:0011	NA	NA	NA	NA	Jeffreys367	NA
pr356	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN008_ZN009_ZN010	Uv:0488	NA	NA	NA	NA	Jeffreys368	NA
pr357	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN008_zn017_ZN003_ZN008_ZN008_ZN008_ZN008_ZN003_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0471	NA	NA	NA	NA	Jeffreys369	NA
pr358	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0248	NA	NA	NA	NA	Jeffreys371	NA
pr359	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0451	NA	NA	NA	NA	Jeffreys372	NA
pr360	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN006_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0369	NA	NA	NA	NA	Jeffreys373	NA
pr361	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0460	NA	NA	NA	NA	Jeffreys374	NA
pr362	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_zn044_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0437	NA	NA	NA	NA	Jeffreys375	NA
pr363	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0522	NA	NA	NA	NA	Jeffreys376	NA
pr364	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0513	NA	NA	NA	NA	Jeffreys377	NA
pr365	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN006_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0523	NA	NA	NA	NA	Jeffreys378	NA
pr366	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN006_ZN006_ZN008_ZN006_ZN009_ZN010	Dv:0477	NA	NA	NA	NA	Jeffreys379	NA
pr367	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0481	NA	NA	NA	NA	Jeffreys380	NA
pr368	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN006_ZN008_ZN006_ZN008_ZN006_ZN009_ZN010	Dv:0423	NA	NA	NA	NA	Jeffreys381	NA
pr369	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0440	NA	NA	NA	NA	Jeffreys382	NA
pr370	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0480	NA	NA	NA	NA	Jeffreys383	NA
pr371	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN006_ZN009_ZN010	Dv:0534	NA	NA	NA	NA	Jeffreys384	NA
pr372	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0526	NA	NA	NA	NA	Jeffreys385	NA
pr373	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0447	NA	NA	NA	NA	Jeffreys386	NA
pr374	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0449	NA	NA	NA	NA	Jeffreys387	NA
pr375	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0517	NA	NA	NA	NA	Jeffreys388	NA
pr376	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN006_ZN009_ZN010	Dv:0448	NA	NA	NA	NA	Jeffreys389	NA
pr377	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0453	NA	NA	NA	NA	Jeffreys390	NA
pr378	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0425	NA	NA	NA	NA	Jeffreys391	NA
pr379	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN008_ZN006_ZN009_ZN010	Dv:0537	NA	NA	NA	NA	Jeffreys392	NA
pr380	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN007_ZN006_ZN007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0482	NA	NA	NA	NA	Jeffreys393	NA
pr381	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN011_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0455	NA	NA	NA	NA	Jeffreys395	NA
pr382	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_zn024_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0478	NA	NA	NA	NA	Jeffreys396	NA
pr383	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN017_ZN006_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0467	NA	NA	NA	NA	Jeffreys397	NA
pr384	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN017_ZN006_ZN017_ZN006_ZN009_ZN010	Dv:0502	NA	NA	NA	NA	Jeffreys398	NA
pr385	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN017_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0441	NA	NA	NA	NA	Jeffreys399	NA
pr386	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN017_ZN008_ZN009_ZN010	Dv:0539	NA	NA	NA	NA	Jeffreys400	NA
pr387	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN017_ZN009_ZN010	Dv:0450	NA	NA	NA	NA	Jeffreys401	NA
pr388	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN017_zn007_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0445	NA	NA	NA	NA	Jeffreys402	NA
pr389	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_zn022_ZN017_ZN009_ZN010	Dv:0541	NA	NA	NA	NA	Jeffreys403	NA
pr390	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN007_ZN007_ZN008_ZN011_ZN008_ZN006_ZN009_ZN010	Dv:0514	NA	NA	NA	NA	Jeffreys404	NA
pr391	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0439	NA	NA	NA	NA	Jeffreys405	NA
pr392	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN008_ZN006_ZN009_ZN010	Dv:0444	NA	NA	NA	NA	Jeffreys406	NA
pr393	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN008_ZN008_ZN006_ZN009_ZN010	Dv:0533	NA	NA	NA	NA	Jeffreys407	NA
pr394	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN011_ZN006_ZN009_ZN010	Dv:0521	NA	NA	NA	NA	Jeffreys408	NA
pr395	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN017_ZN008_ZN006_ZN009_ZN010	Dv:0479	NA	NA	NA	NA	Jeffreys409	NA
pr396	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN017_ZN009_ZN006_ZN009_ZN010	Dv:0535	NA	NA	NA	NA	Jeffreys410	NA
pr397	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_zn004_ZN006_ZN006_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0528	NA	NA	NA	NA	Jeffreys411	NA
pr398	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_zn004_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0493	NA	NA	NA	NA	Jeffreys412	NA
pr399	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_zn007_ZN006_ZN009_ZN010	Dv:0446	NA	NA	NA	NA	Jeffreys413	NA
pr400	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_zn008_zn008_zn008_ZN006_ZN009_ZN010	Dv:0492	NA	NA	NA	NA	Jeffreys414	NA
pr401	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN011_ZN006_ZN008_ZN006_ZN009_ZN010	Dv:0531	NA	NA	NA	NA	Jeffreys415	NA
pr402	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0475	NA	NA	NA	NA	Jeffreys416	NA
pr403	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN021_ZN008_ZN006_ZN009_ZN010	Dv:0442	NA	NA	NA	NA	Jeffreys417	NA
pr404	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_zn011_zn007_zn011_ZN003_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0518	NA	NA	NA	NA	Jeffreys418	NA
pr405	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0472	NA	NA	NA	NA	Jeffreys419	NA
pr406	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN008_ZN006_ZN011_ZN006_ZN011_ZN007_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0525	NA	NA	NA	NA	Jeffreys420	NA
pr407	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0438	NA	NA	NA	NA	Jeffreys421	NA
pr408	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_zn007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0427	NA	NA	NA	NA	Jeffreys422	NA
pr409	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_zn007_ZN009_ZN010	Dv:0497	NA	NA	NA	NA	Jeffreys423	NA
pr410	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_zn019_ZN003_ZN004_ZN004_ZN005_ZN003_zn007_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0465	NA	NA	NA	NA	Jeffreys424	NA
pr411	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN017_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0454	NA	NA	NA	NA	Jeffreys425	NA
pr412	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN018_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0071	NA	NA	NA	NA	Jeffreys426	NA
pr413	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN006_ZN017_ZN010	L24v:0112	NA	NA	NA	NA	Jeffreys427	NA
pr414	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN008_ZN006_ZN017_ZN010	Rv:0105	NA	NA	NA	NA	Jeffreys428	NA
pr415	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0115	NA	NA	NA	NA	Jeffreys430	NA
pr416	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0104	NA	NA	NA	NA	Jeffreys431	NA
pr417	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0110	NA	NA	NA	NA	Jeffreys432	NA
pr418	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn001_ZN010	Av:0006	NA	NA	NA	NA	Jeffreys433	NA
pr419	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn002_ZN004_ZN005_ZN003_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0084	NA	NA	NA	NA	Jeffreys434	NA
pr420	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_zn007_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0470	NA	NA	NA	NA	Jeffreys435	NA
